Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Day
1318,2020-04-25,5:00 PM,West Bengal,-,-,103,18,571,86
1319,2020-04-26,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33,87
1320,2020-04-26,5:00 PM,Andhra Pradesh,-,-,231,31,1097,87
1321,2020-04-26,5:00 PM,Arunachal Pradesh,-,-,1,0,1,87
1322,2020-04-26,5:00 PM,Assam,-,-,19,1,36,87
1323,2020-04-26,5:00 PM,Bihar,-,-,46,2,251,87
1324,2020-04-26,5:00 PM,Chandigarh,-,-,17,0,30,87
1325,2020-04-26,5:00 PM,Chhattisgarh,-,-,32,0,37,87
1326,2020-04-26,5:00 PM,Delhi,-,-,869,54,2625,87
1327,2020-04-26,5:00 PM,Goa,-,-,7,0,7,87
1328,2020-04-26,5:00 PM,Gujarat,-,-,282,133,3071,87
1329,2020-04-26,5:00 PM,Haryana,-,-,176,3,289,87
1330,2020-04-26,5:00 PM,Himachal Pradesh,-,-,22,1,40,87
1331,2020-04-26,5:00 PM,Jammu and Kashmir,-,-,112,6,494,87
1332,2020-04-26,5:00 PM,Jharkhand,-,-,13,3,67,87
1333,2020-04-26,5:00 PM,Karnataka,-,-,177,18,501,87
1334,2020-04-26,5:00 PM,Kerala,-,-,338,4,458,87
1335,2020-04-26,5:00 PM,Ladakh,-,-,14,0,20,87
1336,2020-04-26,5:00 PM,Madhya Pradesh,-,-,210,99,2096,87
1337,2020-04-26,5:00 PM,Maharashtra,-,-,1076,323,7628,87
1338,2020-04-26,5:00 PM,Manipur,-,-,2,0,2,87
1339,2020-04-26,5:00 PM,Meghalaya,-,-,0,1,12,87
1340,2020-04-26,5:00 PM,Mizoram,-,-,0,0,1,87
1341,2020-04-26,5:00 PM,Odisha,-,-,34,1,103,87
1342,2020-04-26,5:00 PM,Puducherry,-,-,3,0,7,87
1343,2020-04-26,5:00 PM,Punjab,-,-,67,17,298,87
1344,2020-04-26,5:00 PM,Rajasthan,-,-,493,33,2083,87
1345,2020-04-26,5:00 PM,Tamil Nadu,-,-,960,23,1821,87
1346,2020-04-26,5:00 PM,Telengana,-,-,280,26,991,87
1347,2020-04-26,5:00 PM,Tripura,-,-,2,0,2,87
1348,2020-04-26,5:00 PM,Uttarakhand,-,-,26,0,50,87
1349,2020-04-26,5:00 PM,Uttar Pradesh,-,-,289,29,1843,87
1350,2020-04-26,5:00 PM,West Bengal,-,-,105,18,611,87
1351,2020-04-27,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33,88
1352,2020-04-27,5:00 PM,Andhra Pradesh,-,-,235,31,1177,88
1353,2020-04-27,5:00 PM,Arunachal Pradesh,-,-,1,0,1,88
1354,2020-04-27,5:00 PM,Assam,-,-,27,1,36,88
1355,2020-04-27,5:00 PM,Bihar,-,-,56,2,277,88
1356,2020-04-27,5:00 PM,Chandigarh,-,-,17,0,30,88
1357,2020-04-27,5:00 PM,Chhattisgarh,-,-,32,0,37,88
1358,2020-04-27,5:00 PM,Delhi,-,-,877,54,2918,88
1359,2020-04-27,5:00 PM,Goa,-,-,7,0,7,88
1360,2020-04-27,5:00 PM,Gujarat,-,-,313,151,3301,88
1361,2020-04-27,5:00 PM,Haryana,-,-,176,3,289,88
1362,2020-04-27,5:00 PM,Himachal Pradesh,-,-,22,1,40,88
1363,2020-04-27,5:00 PM,Jammu and Kashmir,-,-,137,6,523,88
1364,2020-04-27,5:00 PM,Jharkhand,-,-,13,3,82,88
1365,2020-04-27,5:00 PM,Karnataka,-,-,188,20,511,88
1366,2020-04-27,5:00 PM,Kerala,-,-,342,4,469,88
1367,2020-04-27,5:00 PM,Ladakh,-,-,14,0,20,88
1368,2020-04-27,5:00 PM,Madhya Pradesh,-,-,302,106,2168,88
1369,2020-04-27,5:00 PM,Maharashtra,-,-,1188,342,8068,88
1370,2020-04-27,5:00 PM,Manipur,-,-,2,0,2,88
1371,2020-04-27,5:00 PM,Meghalaya,-,-,0,1,12,88
1372,2020-04-27,5:00 PM,Mizoram,-,-,0,0,1,88
1373,2020-04-27,5:00 PM,Odisha,-,-,35,1,108,88
1374,2020-04-27,5:00 PM,Puducherry,-,-,3,0,8,88
1375,2020-04-27,5:00 PM,Punjab,-,-,71,18,313,88
1376,2020-04-27,5:00 PM,Rajasthan,-,-,518,41,2185,88
1377,2020-04-27,5:00 PM,Tamil Nadu,-,-,1020,24,1885,88
1378,2020-04-27,5:00 PM,Telengana,-,-,280,26,1002,88
1379,2020-04-27,5:00 PM,Tripura,-,-,2,0,2,88
1380,2020-04-27,5:00 PM,Uttarakhand,-,-,33,0,51,88
1381,2020-04-27,5:00 PM,Uttar Pradesh,-,-,335,31,1955,88
1382,2020-04-27,5:00 PM,West Bengal,-,-,105,20,649,88
1383,2020-04-28,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33,89
1384,2020-04-28,5:00 PM,Andhra Pradesh,-,-,258,31,1259,89
1385,2020-04-28,5:00 PM,Arunachal Pradesh,-,-,1,0,1,89
1386,2020-04-28,5:00 PM,Assam,-,-,27,1,38,89
1387,2020-04-28,5:00 PM,Bihar,-,-,57,2,346,89
1388,2020-04-28,5:00 PM,Chandigarh,-,-,17,0,40,89
1389,2020-04-28,5:00 PM,Chhattisgarh,-,-,32,0,37,89
1390,2020-04-28,5:00 PM,Delhi,-,-,877,54,3108,89
1391,2020-04-28,5:00 PM,Goa,-,-,7,0,7,89
1392,2020-04-28,5:00 PM,Gujarat,-,-,394,162,3548,89
1393,2020-04-28,5:00 PM,Haryana,-,-,183,3,296,89
1394,2020-04-28,5:00 PM,Himachal Pradesh,-,-,22,1,40,89
1395,2020-04-28,5:00 PM,Jammu and Kashmir,-,-,164,7,546,89
1396,2020-04-28,5:00 PM,Jharkhand,-,-,17,3,103,89
1397,2020-04-28,5:00 PM,Karnataka,-,-,198,20,520,89
1398,2020-04-28,5:00 PM,Kerala,-,-,355,4,482,89
1399,2020-04-28,5:00 PM,Ladakh,-,-,16,0,22,89
1400,2020-04-28,5:00 PM,Madhya Pradesh,-,-,361,113,2368,89
1401,2020-04-28,5:00 PM,Maharashtra,-,-,1282,369,8590,89
1402,2020-04-28,5:00 PM,Manipur,-,-,2,0,2,89
1403,2020-04-28,5:00 PM,Meghalaya,-,-,0,1,12,89
1404,2020-04-28,5:00 PM,Mizoram,-,-,0,0,1,89
1405,2020-04-28,5:00 PM,Odisha,-,-,37,1,118,89
1406,2020-04-28,5:00 PM,Puducherry,-,-,3,0,8,89
1407,2020-04-28,5:00 PM,Punjab,-,-,71,18,313,89
1408,2020-04-28,5:00 PM,Rajasthan,-,-,669,46,2262,89
1409,2020-04-28,5:00 PM,Tamil Nadu,-,-,1101,24,1937,89
1410,2020-04-28,5:00 PM,Telengana,-,-,321,26,1004,89
1411,2020-04-28,5:00 PM,Tripura,-,-,2,0,2,89
1412,2020-04-28,5:00 PM,Uttarakhand,-,-,33,0,51,89
1413,2020-04-28,5:00 PM,Uttar Pradesh,-,-,400,31,2043,89
1414,2020-04-28,5:00 PM,West Bengal,-,-,109,20,697,89
1415,2020-04-29,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33,90
1416,2020-04-29,5:00 PM,Andhra Pradesh,-,-,287,31,1332,90
1417,2020-04-29,5:00 PM,Arunachal Pradesh,-,-,1,0,1,90
1418,2020-04-29,5:00 PM,Assam,-,-,27,1,38,90
1419,2020-04-29,5:00 PM,Bihar,-,-,64,2,383,90
1420,2020-04-29,5:00 PM,Chandigarh,-,-,17,0,56,90
1421,2020-04-29,5:00 PM,Chhattisgarh,-,-,34,0,38,90
1422,2020-04-29,5:00 PM,Delhi,-,-,1078,54,3314,90
1423,2020-04-29,5:00 PM,Goa,-,-,7,0,7,90
1424,2020-04-29,5:00 PM,Gujarat,-,-,434,181,3774,90
1425,2020-04-29,5:00 PM,Haryana,-,-,209,3,310,90
1426,2020-04-29,5:00 PM,Himachal Pradesh,-,-,25,1,40,90
1427,2020-04-29,5:00 PM,Jammu and Kashmir,-,-,176,8,565,90
1428,2020-04-29,5:00 PM,Jharkhand,-,-,19,3,105,90
1429,2020-04-29,5:00 PM,Karnataka,-,-,215,20,532,90
1430,2020-04-29,5:00 PM,Kerala,-,-,359,4,486,90
1431,2020-04-29,5:00 PM,Ladakh,-,-,16,0,22,90
1432,2020-04-29,5:00 PM,Madhya Pradesh,-,-,377,119,2561,90
1433,2020-04-29,5:00 PM,Maharashtra,-,-,1388,400,9318,90
1434,2020-04-29,5:00 PM,Manipur,-,-,2,0,2,90
1435,2020-04-29,5:00 PM,Meghalaya,-,-,0,1,12,90
1436,2020-04-29,5:00 PM,Mizoram,-,-,0,0,1,90
1437,2020-04-29,5:00 PM,Odisha,-,-,38,1,119,90
1438,2020-04-29,5:00 PM,Puducherry,-,-,3,0,8,90
1439,2020-04-29,5:00 PM,Punjab,-,-,71,19,322,90
1440,2020-04-29,5:00 PM,Rajasthan,-,-,768,51,2364,90
1441,2020-04-29,5:00 PM,Tamil Nadu,-,-,1168,25,2058,90
1442,2020-04-29,5:00 PM,Telengana,-,-,367,26,1012,90
1443,2020-04-29,5:00 PM,Tripura,-,-,2,0,2,90
1444,2020-04-29,5:00 PM,Uttarakhand,-,-,34,0,54,90
1445,2020-04-29,5:00 PM,Uttar Pradesh,-,-,477,36,2115,90
1446,2020-04-29,5:00 PM,West Bengal,-,-,119,22,725,90
1447,2020-04-30,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33,91
1448,2020-04-30,5:00 PM,Andhra Pradesh,-,-,321,31,1403,91
1449,2020-04-30,5:00 PM,Arunachal Pradesh,-,-,1,0,1,91
1450,2020-04-30,5:00 PM,Assam,-,-,29,1,42,91
1451,2020-04-30,5:00 PM,Bihar,-,-,65,2,403,91
1452,2020-04-30,5:00 PM,Chandigarh,-,-,17,0,56,91
1453,2020-04-30,5:00 PM,Chhattisgarh,-,-,36,0,38,91
1454,2020-04-30,5:00 PM,Delhi,-,-,1092,56,3439,91
1455,2020-04-30,5:00 PM,Goa,-,-,7,0,7,91
1456,2020-04-30,5:00 PM,Gujarat,-,-,527,197,4082,91
1457,2020-04-30,5:00 PM,Haryana,-,-,209,3,310,91
1458,2020-04-30,5:00 PM,Himachal Pradesh,-,-,25,1,40,91
1459,2020-04-30,5:00 PM,Jammu and Kashmir,-,-,192,8,581,91
1460,2020-04-30,5:00 PM,Jharkhand,-,-,19,3,107,91
1461,2020-04-30,5:00 PM,Karnataka,-,-,223,21,557,91
1462,2020-04-30,5:00 PM,Kerala,-,-,369,4,496,91
1463,2020-04-30,5:00 PM,Ladakh,-,-,16,0,22,91
1464,2020-04-30,5:00 PM,Madhya Pradesh,-,-,461,130,2660,91
1465,2020-04-30,5:00 PM,Maharashtra,-,-,1593,432,9915,91
1466,2020-04-30,5:00 PM,Manipur,-,-,2,0,2,91
1467,2020-04-30,5:00 PM,Meghalaya,-,-,0,1,12,91
1468,2020-04-30,5:00 PM,Mizoram,-,-,0,0,1,91
1469,2020-04-30,5:00 PM,Odisha,-,-,39,1,128,91
1470,2020-04-30,5:00 PM,Puducherry,-,-,5,0,8,91
1471,2020-04-30,5:00 PM,Punjab,-,-,90,19,357,91
1472,2020-04-30,5:00 PM,Rajasthan,-,-,768,51,2438,91
1473,2020-04-30,5:00 PM,Tamil Nadu,-,-,1210,27,2162,91
1474,2020-04-30,5:00 PM,Telengana,-,-,367,26,1012,91
1475,2020-04-30,5:00 PM,Tripura,-,-,2,0,2,91
1476,2020-04-30,5:00 PM,Uttarakhand,-,-,36,0,55,91
1477,2020-04-30,5:00 PM,Uttar Pradesh,-,-,513,39,2203,91
1478,2020-04-30,5:00 PM,West Bengal,-,-,124,22,758,91
1479,2020-05-01,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33,92
1480,2020-05-01,5:00 PM,Andhra Pradesh,-,-,403,33,1463,92
1481,2020-05-01,5:00 PM,Arunachal Pradesh,-,-,1,0,1,92
1482,2020-05-01,5:00 PM,Assam,-,-,29,1,42,92
1483,2020-05-01,5:00 PM,Bihar,-,-,82,2,426,92
1484,2020-05-01,5:00 PM,Chandigarh,-,-,17,0,56,92
1485,2020-05-01,5:00 PM,Chhattisgarh,-,-,36,0,40,92
1486,2020-05-01,5:00 PM,Delhi,-,-,1094,59,3515,92
1487,2020-05-01,5:00 PM,Goa,-,-,7,0,7,92
1488,2020-05-01,5:00 PM,Gujarat,-,-,613,214,4395,92
1489,2020-05-01,5:00 PM,Haryana,-,-,209,3,313,92
1490,2020-05-01,5:00 PM,Himachal Pradesh,-,-,28,1,40,92
1491,2020-05-01,5:00 PM,Jammu and Kashmir,-,-,216,8,614,92
1492,2020-05-01,5:00 PM,Jharkhand,-,-,20,3,111,92
1493,2020-05-01,5:00 PM,Karnataka,-,-,235,22,576,92
1494,2020-05-01,5:00 PM,Kerala,-,-,383,4,497,92
1495,2020-05-01,5:00 PM,Ladakh,-,-,16,0,22,92
1496,2020-05-01,5:00 PM,Madhya Pradesh,-,-,482,137,2719,92
1497,2020-05-01,5:00 PM,Maharashtra,-,-,1773,459,10498,92
1498,2020-05-01,5:00 PM,Manipur,-,-,2,0,2,92
1499,2020-05-01,5:00 PM,Meghalaya,-,-,0,1,12,92
1500,2020-05-01,5:00 PM,Mizoram,-,-,0,0,1,92
1501,2020-05-01,5:00 PM,Odisha,-,-,41,1,143,92
1502,2020-05-01,5:00 PM,Puducherry,-,-,5,0,8,92
1503,2020-05-01,5:00 PM,Punjab,-,-,90,19,357,92
1504,2020-05-01,5:00 PM,Rajasthan,-,-,836,58,2584,92
1505,2020-05-01,5:00 PM,Tamil Nadu,-,-,1258,27,2323,92
1506,2020-05-01,5:00 PM,Telengana,-,-,441,26,1039,92
1507,2020-05-01,5:00 PM,Tripura,-,-,2,0,2,92
1508,2020-05-01,5:00 PM,Uttarakhand,-,-,36,0,57,92
1509,2020-05-01,5:00 PM,Uttar Pradesh,-,-,555,41,2281,92
1510,2020-05-01,5:00 PM,West Bengal,-,-,139,33,795,92
1511,2020-05-02,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33,93
1512,2020-05-02,5:00 PM,Andhra Pradesh,-,-,403,33,1463,93
1513,2020-05-02,5:00 PM,Arunachal Pradesh,-,-,1,0,1,93
1514,2020-05-02,5:00 PM,Assam,-,-,32,1,43,93
1515,2020-05-02,5:00 PM,Bihar,-,-,98,3,471,93
1516,2020-05-02,5:00 PM,Chandigarh,-,-,17,0,88,93
1517,2020-05-02,5:00 PM,Chhattisgarh,-,-,36,0,43,93
1518,2020-05-02,5:00 PM,Delhi,-,-,1167,61,3738,93
1519,2020-05-02,5:00 PM,Goa,-,-,7,0,7,93
1520,2020-05-02,5:00 PM,Gujarat,-,-,735,236,4721,93
1521,2020-05-02,5:00 PM,Haryana,-,-,227,4,360,93
1522,2020-05-02,5:00 PM,Himachal Pradesh,-,-,30,1,40,93
1523,2020-05-02,5:00 PM,Jammu and Kashmir,-,-,247,8,639,93
1524,2020-05-02,5:00 PM,Jharkhand,-,-,20,3,111,93
1525,2020-05-02,5:00 PM,Karnataka,-,-,251,22,589,93
1526,2020-05-02,5:00 PM,Kerala,-,-,392,4,497,93
1527,2020-05-02,5:00 PM,Ladakh,-,-,17,0,22,93
1528,2020-05-02,5:00 PM,Madhya Pradesh,-,-,524,145,2719,93
1529,2020-05-02,5:00 PM,Maharashtra,-,-,1879,485,11506,93
1530,2020-05-02,5:00 PM,Manipur,-,-,2,0,2,93
1531,2020-05-02,5:00 PM,Meghalaya,-,-,0,1,12,93
1532,2020-05-02,5:00 PM,Mizoram,-,-,0,0,1,93
1533,2020-05-02,5:00 PM,Odisha,-,-,55,1,149,93
1534,2020-05-02,5:00 PM,Puducherry,-,-,5,0,8,93
1535,2020-05-02,5:00 PM,Punjab,-,-,90,19,480,93
1536,2020-05-02,5:00 PM,Rajasthan,-,-,1116,62,2666,93
1537,2020-05-02,5:00 PM,Tamil Nadu,-,-,1312,28,2526,93
1538,2020-05-02,5:00 PM,Telengana,-,-,441,26,1039,93
1539,2020-05-02,5:00 PM,Tripura,-,-,2,0,2,93
1540,2020-05-02,5:00 PM,Uttarakhand,-,-,36,0,58,93
1541,2020-05-02,5:00 PM,Uttar Pradesh,-,-,654,42,2328,93
1542,2020-05-02,5:00 PM,West Bengal,-,-,139,33,795,93
1543,2020-05-03,5:00 PM,Andaman and Nicobar Islands,-,-,17,0,33,94
1544,2020-05-03,5:00 PM,Andhra Pradesh,-,-,488,33,1583,94
1545,2020-05-03,5:00 PM,Arunachal Pradesh,-,-,1,0,1,94
1546,2020-05-03,5:00 PM,Assam,-,-,32,1,43,94
1547,2020-05-03,5:00 PM,Bihar,-,-,117,4,482,94
1548,2020-05-03,5:00 PM,Chandigarh,-,-,19,0,94,94
1549,2020-05-03,5:00 PM,Chhattisgarh,-,-,36,0,43,94
1550,2020-05-03,5:00 PM,Delhi,-,-,1256,64,4122,94
1551,2020-05-03,5:00 PM,Goa,-,-,7,0,7,94
1552,2020-05-03,5:00 PM,Gujarat,-,-,896,262,5055,94
1553,2020-05-03,5:00 PM,Haryana,-,-,227,4,394,94
1554,2020-05-03,5:00 PM,Himachal Pradesh,-,-,33,1,40,94
1555,2020-05-03,5:00 PM,Jammu and Kashmir,-,-,254,8,666,94
1556,2020-05-03,5:00 PM,Jharkhand,-,-,22,3,115,94
1557,2020-05-03,5:00 PM,Karnataka,-,-,282,25,606,94
1558,2020-05-03,5:00 PM,Kerala,-,-,400,4,500,94
1559,2020-05-03,5:00 PM,Ladakh,-,-,17,0,40,94
1560,2020-05-03,5:00 PM,Madhya Pradesh,-,-,798,156,2846,94
1561,2020-05-03,5:00 PM,Maharashtra,-,-,2000,521,12296,94
1562,2020-05-03,5:00 PM,Manipur,-,-,2,0,2,94
1563,2020-05-03,5:00 PM,Meghalaya,-,-,0,1,12,94
1564,2020-05-03,5:00 PM,Mizoram,-,-,0,0,1,94
1565,2020-05-03,5:00 PM,Odisha,-,-,56,1,160,94
1566,2020-05-03,5:00 PM,Puducherry,-,-,5,0,8,94
1567,2020-05-03,5:00 PM,Punjab,-,-,112,20,772,94
1568,2020-05-03,5:00 PM,Rajasthan,-,-,1121,65,2772,94
1569,2020-05-03,5:00 PM,Tamil Nadu,-,-,1341,29,2757,94
1570,2020-05-03,5:00 PM,Telengana,-,-,458,28,1063,94
1571,2020-05-03,5:00 PM,Tripura,-,-,2,0,4,94
1572,2020-05-03,5:00 PM,Uttarakhand,-,-,39,0,59,94
1573,2020-05-03,5:00 PM,Uttar Pradesh,-,-,698,43,2626,94
1574,2020-05-03,5:00 PM,West Bengal,-,-,151,33,922,94
1575,2020-05-04,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33,95
1576,2020-05-04,5:00 PM,Andhra Pradesh,-,-,524,36,1650,95
1577,2020-05-04,5:00 PM,Arunachal Pradesh,-,-,1,0,1,95
1578,2020-05-04,5:00 PM,Assam,-,-,32,1,43,95
1579,2020-05-04,5:00 PM,Bihar,-,-,125,4,517,95
1580,2020-05-04,5:00 PM,Chandigarh,-,-,19,0,94,95
1581,2020-05-04,5:00 PM,Chhattisgarh,-,-,36,0,57,95
1582,2020-05-04,5:00 PM,Delhi,-,-,1362,64,4549,95
1583,2020-05-04,5:00 PM,Goa,-,-,7,0,7,95
1584,2020-05-04,5:00 PM,Gujarat,-,-,1042,290,5428,95
1585,2020-05-04,5:00 PM,Haryana,-,-,245,5,442,95
1586,2020-05-04,5:00 PM,Himachal Pradesh,-,-,34,1,40,95
1587,2020-05-04,5:00 PM,Jammu and Kashmir,-,-,287,8,701,95
1588,2020-05-04,5:00 PM,Jharkhand,-,-,22,3,115,95
1589,2020-05-04,5:00 PM,Karnataka,-,-,304,26,642,95
1590,2020-05-04,5:00 PM,Kerala,-,-,401,4,500,95
1591,2020-05-04,5:00 PM,Ladakh,-,-,17,0,41,95
1592,2020-05-04,5:00 PM,Madhya Pradesh,-,-,798,165,2942,95
1593,2020-05-04,5:00 PM,Maharashtra,-,-,2115,548,12974,95
1594,2020-05-04,5:00 PM,Manipur,-,-,2,0,2,95
1595,2020-05-04,5:00 PM,Meghalaya,-,-,0,1,12,95
1596,2020-05-04,5:00 PM,Mizoram,-,-,0,0,1,95
1597,2020-05-04,5:00 PM,Odisha,-,-,60,1,163,95
1598,2020-05-04,5:00 PM,Puducherry,-,-,5,0,8,95
1599,2020-05-04,5:00 PM,Punjab,-,-,117,21,1102,95
1600,2020-05-04,5:00 PM,Rajasthan,-,-,1356,71,2886,95
1601,2020-05-04,5:00 PM,Tamil Nadu,-,-,1379,30,3023,95
1602,2020-05-04,5:00 PM,Telengana,-,-,490,29,1082,95
1603,2020-05-04,5:00 PM,Tripura,-,-,2,0,16,95
1604,2020-05-04,5:00 PM,Uttarakhand,-,-,39,1,60,95
1605,2020-05-04,5:00 PM,Uttar Pradesh,-,-,758,45,2742,95
1606,2020-05-04,5:00 PM,West Bengal,-,-,151,35,963,95
1607,2020-05-05,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33,96
1608,2020-05-05,5:00 PM,Andhra Pradesh,-,-,589,36,1717,96
1609,2020-05-05,5:00 PM,Arunachal Pradesh,-,-,1,0,1,96
1610,2020-05-05,5:00 PM,Assam,-,-,32,1,43,96
1611,2020-05-05,5:00 PM,Bihar,-,-,130,4,529,96
1612,2020-05-05,5:00 PM,Chandigarh,-,-,21,1,102,96
1613,2020-05-05,5:00 PM,Chhattisgarh,-,-,36,0,58,96
1614,2020-05-05,5:00 PM,Delhi,-,-,1431,64,4898,96
1615,2020-05-05,5:00 PM,Goa,-,-,7,0,7,96
1616,2020-05-05,5:00 PM,Gujarat,-,-,1195,319,5804,96
1617,2020-05-05,5:00 PM,Haryana,-,-,254,6,517,96
1618,2020-05-05,5:00 PM,Himachal Pradesh,-,-,38,1,41,96
1619,2020-05-05,5:00 PM,Jammu and Kashmir,-,-,303,8,726,96
1620,2020-05-05,5:00 PM,Jharkhand,-,-,27,3,115,96
1621,2020-05-05,5:00 PM,Karnataka,-,-,324,28,659,96
1622,2020-05-05,5:00 PM,Kerala,-,-,462,4,500,96
1623,2020-05-05,5:00 PM,Ladakh,-,-,17,0,41,96
1624,2020-05-05,5:00 PM,Madhya Pradesh,-,-,1000,176,3049,96
1625,2020-05-05,5:00 PM,Maharashtra,-,-,2465,583,14541,96
1626,2020-05-05,5:00 PM,Manipur,-,-,2,0,2,96
1627,2020-05-05,5:00 PM,Meghalaya,-,-,10,1,12,96
1628,2020-05-05,5:00 PM,Mizoram,-,-,0,0,1,96
1629,2020-05-05,5:00 PM,Odisha,-,-,60,1,170,96
1630,2020-05-05,5:00 PM,Puducherry,-,-,6,0,9,96
1631,2020-05-05,5:00 PM,Punjab,-,-,128,23,1233,96
1632,2020-05-05,5:00 PM,Rajasthan,-,-,1394,77,3061,96
1633,2020-05-05,5:00 PM,Tamil Nadu,-,-,1409,31,3550,96
1634,2020-05-05,5:00 PM,Telengana,-,-,585,29,1085,96
1635,2020-05-05,5:00 PM,Tripura,-,-,2,0,29,96
1636,2020-05-05,5:00 PM,Uttarakhand,-,-,39,1,60,96
1637,2020-05-05,5:00 PM,Uttar Pradesh,-,-,944,53,2859,96
1638,2020-05-05,5:00 PM,West Bengal,-,-,218,133,1259,96
1639,2020-05-06,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33,97
1640,2020-05-06,8:00 AM,Andhra Pradesh,-,-,589,36,1717,97
1641,2020-05-06,8:00 AM,Arunachal Pradesh,-,-,1,0,1,97
1642,2020-05-06,8:00 AM,Assam,-,-,32,1,43,97
1643,2020-05-06,8:00 AM,Bihar,-,-,142,4,536,97
1644,2020-05-06,8:00 AM,Chandigarh,-,-,21,1,111,97
1645,2020-05-06,8:00 AM,Chhattisgarh,-,-,36,0,59,97
1646,2020-05-06,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1,97
1647,2020-05-06,8:00 AM,Delhi,-,-,1468,64,5104,97
1648,2020-05-06,8:00 AM,Goa,-,-,7,0,7,97
1649,2020-05-06,8:00 AM,Gujarat,-,-,1381,368,6245,97
1650,2020-05-06,8:00 AM,Haryana,-,-,256,6,548,97
1651,2020-05-06,8:00 AM,Himachal Pradesh,-,-,38,2,42,97
1652,2020-05-06,8:00 AM,Jammu and Kashmir,-,-,320,8,741,97
1653,2020-05-06,8:00 AM,Jharkhand,-,-,33,3,125,97
1654,2020-05-06,8:00 AM,Karnataka,-,-,331,29,671,97
1655,2020-05-06,8:00 AM,Kerala,-,-,462,4,502,97
1656,2020-05-06,8:00 AM,Ladakh,-,-,17,0,41,97
1657,2020-05-06,8:00 AM,Madhya Pradesh,-,-,1000,176,3049,97
1658,2020-05-06,8:00 AM,Maharashtra,-,-,2819,617,15525,97
1659,2020-05-06,8:00 AM,Manipur,-,-,2,0,2,97
1660,2020-05-06,8:00 AM,Meghalaya,-,-,10,1,12,97
1661,2020-05-06,8:00 AM,Mizoram,-,-,0,0,1,97
1662,2020-05-06,8:00 AM,Odisha,-,-,60,1,175,97
1663,2020-05-06,8:00 AM,Puducherry,-,-,6,0,9,97
1664,2020-05-06,8:00 AM,Punjab,-,-,133,25,1451,97
1665,2020-05-06,8:00 AM,Rajasthan,-,-,1525,89,3158,97
1666,2020-05-06,8:00 AM,Tamil Nadu,-,-,1485,33,4058,97
1667,2020-05-06,8:00 AM,Telengana,-,-,585,29,1096,97
1668,2020-05-06,8:00 AM,Tripura,-,-,2,0,43,97
1669,2020-05-06,8:00 AM,Uttarakhand,-,-,39,1,61,97
1670,2020-05-06,8:00 AM,Uttar Pradesh,-,-,987,56,2880,97
1671,2020-05-06,8:00 AM,West Bengal,-,-,364,140,1344,97
1672,2020-05-07,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33,98
1673,2020-05-07,8:00 AM,Andhra Pradesh,-,-,729,36,1777,98
1674,2020-05-07,8:00 AM,Arunachal Pradesh,-,-,1,0,1,98
1675,2020-05-07,8:00 AM,Assam,-,-,32,1,45,98
1676,2020-05-07,8:00 AM,Bihar,-,-,188,4,542,98
1677,2020-05-07,8:00 AM,Chandigarh,-,-,21,1,120,98
1678,2020-05-07,8:00 AM,Chhattisgarh,-,-,36,0,59,98
1679,2020-05-07,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1,98
1680,2020-05-07,8:00 AM,Delhi,-,-,1542,65,5532,98
1681,2020-05-07,8:00 AM,Goa,-,-,7,0,7,98
1682,2020-05-07,8:00 AM,Gujarat,-,-,1500,396,6625,98
1683,2020-05-07,8:00 AM,Haryana,-,-,260,7,594,98
1684,2020-05-07,8:00 AM,Himachal Pradesh,-,-,38,2,45,98
1685,2020-05-07,8:00 AM,Jammu and Kashmir,-,-,322,8,775,98
1686,2020-05-07,8:00 AM,Jharkhand,-,-,37,3,127,98
1687,2020-05-07,8:00 AM,Karnataka,-,-,354,29,693,98
1688,2020-05-07,8:00 AM,Kerala,-,-,469,4,503,98
1689,2020-05-07,8:00 AM,Ladakh,-,-,17,0,41,98
1690,2020-05-07,8:00 AM,Madhya Pradesh,-,-,1099,185,3138,98
1691,2020-05-07,8:00 AM,Maharashtra,-,-,3094,651,16758,98
1692,2020-05-07,8:00 AM,Manipur,-,-,2,0,2,98
1693,2020-05-07,8:00 AM,Meghalaya,-,-,10,1,12,98
1694,2020-05-07,8:00 AM,Mizoram,-,-,0,0,1,98
1695,2020-05-07,8:00 AM,Odisha,-,-,61,2,185,98
1696,2020-05-07,8:00 AM,Puducherry,-,-,6,0,9,98
1697,2020-05-07,8:00 AM,Punjab,-,-,135,27,1516,98
1698,2020-05-07,8:00 AM,Rajasthan,-,-,1596,92,3317,98
