Date,Day,Confirmed,New_Cases
2022-09-18,969,44539046.0,4858.0
2022-09-19,970,44543089.0,4043.0
2022-09-20,971,44545011.0,1922.0
2022-09-21,972,44553042.0,8031.0
2022-09-22,973,44558425.0,5383.0
2022-09-23,974,44563337.0,4912.0
2022-09-24,975,44568114.0,4777.0
2022-09-25,976,44572243.0,4129.0
2022-09-26,977,44575473.0,3230.0
2022-09-27,978,44579088.0,3615.0
2022-09-28,979,44583360.0,4272.0
2022-09-29,980,44587307.0,3947.0
2022-09-30,981,44591112.0,3805.0
2022-10-01,982,44594487.0,3375.0
2022-10-02,983,44597498.0,3011.0
2022-10-03,984,44599466.0,1968.0
2022-10-04,985,44601892.0,2426.0
2022-10-05,986,44604463.0,2571.0
2022-10-06,987,44606460.0,1997.0
2022-10-07,988,44609257.0,2797.0
2022-10-08,989,44612013.0,2756.0
2022-10-09,990,44614437.0,2424.0
2022-10-10,991,44616394.0,1957.0
2022-10-11,992,44616235.0,-159.0
2022-10-12,993,44621319.0,5084.0
2022-10-13,994,44623997.0,2678.0
2022-10-14,995,44626427.0,2430.0
2022-10-15,996,44628828.0,2401.0
2022-10-16,997,44630888.0,2060.0
2022-10-17,998,44632430.0,1542.0
2022-10-18,999,44634376.0,1946.0
2022-10-19,1000,44636517.0,2141.0
2022-10-20,1001,44638636.0,2119.0
2022-10-21,1002,44640748.0,2112.0
2022-10-22,1003,44642742.0,1994.0
2022-10-23,1004,44644076.0,1334.0
2022-10-24,1005,44644938.0,862.0
2022-10-25,1006,44645768.0,830.0
2022-10-26,1007,44646880.0,1112.0
2022-10-27,1008,44649088.0,2208.0
2022-10-28,1009,44650662.0,1574.0
2022-10-29,1010,44652256.0,1594.0
2022-10-30,1011,44653592.0,1336.0
2022-10-31,1012,44654638.0,1046.0
2022-11-01,1013,44655828.0,1190.0
2022-11-02,1014,44655926.0,98.0
2022-11-03,1015,44658365.0,2439.0
2022-11-04,1016,44659447.0,1082.0
2022-11-05,1017,44660579.0,1132.0
2022-11-06,1018,44661504.0,925.0
2022-11-07,1019,44660293.0,-1211.0
2022-11-08,1020,44660293.0,0.0
2022-11-09,1021,44660293.0,0.0
2022-11-10,1022,44664810.0,4517.0
2022-11-11,1023,44665643.0,833.0
2022-11-12,1024,44666372.0,729.0
2022-11-13,1025,44666924.0,552.0
2022-11-14,1026,44667390.0,466.0
2022-11-15,1027,44667900.0,510.0
2022-11-16,1028,44668535.0,635.0
2022-11-17,1029,44667967.0,-568.0
2022-11-18,1030,44669748.0,1781.0
2022-11-19,1031,44670240.0,492.0
2022-11-20,1032,44670646.0,406.0
2022-11-21,1033,44670940.0,294.0
2022-11-22,1034,44671300.0,360.0
2022-11-23,1035,44671708.0,408.0
2022-11-24,1036,44672048.0,340.0
2022-11-25,1037,44672442.0,394.0
2022-11-26,1038,44672787.0,345.0
2022-11-27,1039,44673078.0,291.0
2022-11-28,1040,44673293.0,215.0
2022-11-29,1041,44673567.0,274.0
2022-11-30,1042,44673863.0,296.0
2022-12-01,1043,44674138.0,275.0
2022-12-02,1044,44674390.0,252.0
2022-12-03,1045,44674616.0,226.0
2022-12-04,1046,44674842.0,226.0
2022-12-05,1047,44675006.0,164.0
2022-12-06,1048,44675172.0,166.0
2022-12-07,1049,44675413.0,241.0
2022-12-08,1050,44675662.0,249.0
2022-12-09,1051,44675872.0,210.0
2022-12-10,1052,44676045.0,173.0
2022-12-11,1053,44676045.0,0.0
2022-12-12,1054,44676318.0,273.0
2022-12-13,1055,44676470.0,152.0
2022-12-14,1056,44676670.0,200.0
2022-12-15,1057,44676832.0,162.0
2022-12-16,1058,44676999.0,167.0
2022-12-17,1059,44677175.0,176.0
2022-12-18,1060,44677310.0,135.0
2022-12-19,1061,44677422.0,112.0
2022-12-20,1062,44677554.0,132.0
2022-12-21,1063,44677739.0,185.0
2022-12-22,1064,44677902.0,163.0
2022-12-23,1065,44678103.0,201.0
2022-12-24,1066,44678330.0,227.0
2022-12-25,1067,44678517.0,187.0
2022-12-26,1068,44678683.0,166.0
2022-12-27,1069,44678871.0,188.0
2022-12-28,1070,44679139.0,268.0
2022-12-29,1071,44679382.0,243.0
2022-12-30,1072,44679608.0,226.0
2022-12-31,1073,44679873.0,265.0
2023-01-01,1074,44680046.0,173.0
2023-01-02,1075,44680180.0,134.0
2023-01-03,1076,44680355.0,175.0
2023-01-04,1077,44680543.0,188.0
2023-01-05,1078,44680771.0,228.0
2023-01-06,1079,44680985.0,214.0
2023-01-07,1080,44681148.0,163.0
2023-01-08,1081,44681318.0,170.0
2023-01-09,1082,44681439.0,121.0
2023-01-10,1083,44681610.0,171.0
2023-01-11,1084,44681807.0,197.0
2023-01-12,1085,44681981.0,174.0
2023-01-13,1086,44682160.0,179.0
2023-01-14,1087,44682264.0,104.0
2023-01-15,1088,44682378.0,114.0
2023-01-16,1089,44682467.0,89.0
2023-01-17,1090,44682595.0,128.0
2023-01-18,1091,44682729.0,134.0
2023-01-19,1092,44682874.0,145.0
2023-01-20,1093,44683005.0,131.0
2023-01-21,1094,44683145.0,140.0
2023-01-22,1095,44683239.0,94.0
2023-01-23,1096,44683328.0,89.0
2023-01-24,1097,44683430.0,102.0
2023-01-25,1098,44683562.0,132.0
2023-01-26,1099,44683661.0,99.0
2023-01-27,1100,44683754.0,93.0
2023-01-28,1101,44683863.0,109.0
2023-01-29,1102,44683943.0,80.0
2023-01-30,1103,44684009.0,66.0
2023-01-31,1104,44684120.0,111.0
2023-02-01,1105,44684248.0,128.0
2023-02-02,1106,44684347.0,99.0
2023-02-03,1107,44684475.0,128.0
2023-02-04,1108,44684588.0,113.0
2023-02-05,1109,44684679.0,91.0
2023-02-06,1110,44684768.0,89.0
2023-02-07,1111,44684864.0,96.0
2023-02-08,1112,44684973.0,109.0
2023-02-09,1113,44685087.0,114.0
2023-02-10,1114,44683862.0,-1225.0
2023-02-11,1115,44685219.0,1357.0
2023-02-12,1116,44685425.0,206.0
2023-02-13,1117,44685499.0,74.0
2023-02-14,1118,44685601.0,102.0
2023-02-15,1119,44685727.0,126.0
2023-02-16,1120,44685884.0,157.0
2023-02-17,1121,44686001.0,117.0
2023-02-18,1122,44686143.0,142.0
2023-02-19,1123,44686263.0,120.0
2023-02-20,1124,44686358.0,95.0
2023-02-21,1125,44686483.0,125.0
2023-02-22,1126,44686676.0,193.0
2023-02-23,1127,44686842.0,166.0
2023-02-24,1128,44687025.0,183.0
2023-02-25,1129,44687243.0,218.0
2023-02-26,1130,44687428.0,185.0
2023-02-27,1131,44687597.0,169.0
2023-02-28,1132,44687837.0,240.0
2023-03-01,1133,44688105.0,268.0
2023-03-02,1134,44688388.0,283.0
2023-03-03,1135,44688722.0,334.0
2023-03-04,1136,44689046.0,324.0
2023-03-05,1137,44689327.0,281.0
2023-03-06,1138,44689593.0,266.0
2023-03-07,1139,44689919.0,326.0
2023-03-08,1140,44690298.0,379.0
2023-03-09,1141,44690738.0,440.0
